Autor;Sprecher;Titel;Orginaldatei;Datei;Start;End;Length;Size;Translated0;OriginalText;Action;Sort1
Daniel Kehlmann;Ulrich Noethen;Tyll;Daniel Kehlmann - Tyll - 002.mp3;Daniel Kehlmann - Tyll - 002 (04548-04690).mp3;4548;4690;142;59769;aber obgleich wir wussten dass den kühen die euter schmerzten;aber obgleich wir wussten dass den kühen die euter schmerzten;train;0
Daniel Kehlmann;Ulrich Noethen;Tyll;Daniel Kehlmann - Tyll - 002.mp3;Daniel Kehlmann - Tyll - 002 (04716-04783).mp3;4716;4783;67;28422;wurde keiner von uns ungeduldig;wurde keiner von uns ungeduldig;train;0
Daniel Kehlmann;Ulrich Noethen;Tyll;Daniel Kehlmann - Tyll - 002.mp3;Daniel Kehlmann - Tyll - 002 (04811-04918).mp3;4811;4918;107;45140;die alte trug stunde um stunde vor;die alte trug stunde um stunde vor;train7;2
Daniel Kehlmann;Ulrich Noethen;Tyll;Daniel Kehlmann - Tyll - 002.mp3;Daniel Kehlmann - Tyll - 002 (04949-05090).mp3;4949;5090;141;59351;es schien unmöglich dass jemand sich so viele verse merken konnte;es schien unmöglich dass jemand sich so viele verse merken konnte;train;0
Daniel Kehlmann;Ulrich Noethen;Tyll;Daniel Kehlmann - Tyll - 002.mp3;Daniel Kehlmann - Tyll - 002 (05105-05268).mp3;5105;5268;163;68546;und einigen von uns kam der verdacht dass sie sie beim singen erfand;und einigen von uns kam der verdacht dass sie sie beim singen erfand;train;0
Daniel Kehlmann;Ulrich Noethen;Tyll;Daniel Kehlmann - Tyll - 002.mp3;Daniel Kehlmann - Tyll - 002 (05311-05805).mp3;5311;5805;464;194770;till ulenspiegels körper war unterdessen nie in ruhe seine sohlen schienen kaum den boden zu berühren wann immer unsere blicke ihn fanden war er schon wieder anderswo auf der kleinen bühne am ende;till ulenspiegels körper war unterdessen nie in ruhe seine sohlen schienen kaum den boden zu berühren wann immer unsere blicke ihn fanden war er schon wieder anderswo auf der kleinen bühne am ende;train7;10100
Daniel Kehlmann;Ulrich Noethen;Tyll;Daniel Kehlmann - Tyll - 002.mp3;Daniel Kehlmann - Tyll - 002 (05804-05973).mp3;5804;5973;169;71054;gab es ein missverständnis die schöne frau hatte sich gift verschafft;gab es ein missverständnis die schöne frau hatte sich gift verschafft;train;0
Daniel Kehlmann;Ulrich Noethen;Tyll;Daniel Kehlmann - Tyll - 002.mp3;Daniel Kehlmann - Tyll - 002 (05975-06071).mp3;5975;6071;96;40543;um sich tot zu stellen;um sich tot zu stellen;train;0
Daniel Kehlmann;Ulrich Noethen;Tyll;Daniel Kehlmann - Tyll - 002.mp3;Daniel Kehlmann - Tyll - 002 (06092-06202).mp3;6092;6202;110;46394;und nicht den bösen vormund heiraten zu müssen;und nicht den bösen vormund heiraten zu müssen;train;0
Daniel Kehlmann;Ulrich Noethen;Tyll;Daniel Kehlmann - Tyll - 002.mp3;Daniel Kehlmann - Tyll - 002 (06232-06446).mp3;6232;6446;214;89862;aber die alles erklärende botschaft an ihren geliebten war auf dem weg zu ihm verlorengegangen;aber die alles erklärende botschaft an ihren geliebten war auf dem weg zu ihm verlorengegangen;train7;10000
Daniel Kehlmann;Ulrich Noethen;Tyll;Daniel Kehlmann - Tyll - 002.mp3;Daniel Kehlmann - Tyll - 002 (06454-06519).mp3;6454;6519;65;27586;und als er;und als er;train;0
Daniel Kehlmann;Ulrich Noethen;Tyll;Daniel Kehlmann - Tyll - 002.mp3;Daniel Kehlmann - Tyll - 002 (06518-06583).mp3;6518;6583;65;27586;der wahre bräutigam;der wahre bräutigam;train;0
Daniel Kehlmann;Ulrich Noethen;Tyll;Daniel Kehlmann - Tyll - 002.mp3;Daniel Kehlmann - Tyll - 002 (06596-06833).mp3;6596;6833;237;99475;der freund ihrer seele zu guter letzt bei ihrem reglosen leib ankam traf ihn der schreck wie ein blitzschlag;der freund ihrer seele zu guter letzt bei ihrem reglosen leib ankam traf ihn der schreck wie ein blitzschlag;train7;10100
Daniel Kehlmann;Ulrich Noethen;Tyll;Daniel Kehlmann - Tyll - 002.mp3;Daniel Kehlmann - Tyll - 002 (06861-06947).mp3;6861;6947;86;36363;eine lange zeit stand er wie erfroren;eine lange zeit stand er wie erfroren;train;0
Daniel Kehlmann;Ulrich Noethen;Tyll;Daniel Kehlmann - Tyll - 002.mp3;Daniel Kehlmann - Tyll - 002 (06983-07048).mp3;6983;7048;65;27586;die alte verstummte;die alte verstummte;train;0
Daniel Kehlmann;Ulrich Noethen;Tyll;Daniel Kehlmann - Tyll - 002.mp3;Daniel Kehlmann - Tyll - 002 (07066-07131).mp3;7066;7131;65;27586;wir hörten den wind;wir hörten den wind;train;0
Daniel Kehlmann;Ulrich Noethen;Tyll;Daniel Kehlmann - Tyll - 002.mp3;Daniel Kehlmann - Tyll - 002 (07148-07222).mp3;7148;7222;74;31347;und die nach uns muhenden kühe;und die nach uns muhenden kühe;train;0
Daniel Kehlmann;Ulrich Noethen;Tyll;Daniel Kehlmann - Tyll - 002.mp3;Daniel Kehlmann - Tyll - 002 (07264-07329).mp3;7264;7329;65;27586;keiner atmete;keiner atmete;train7;100
Daniel Kehlmann;Ulrich Noethen;Tyll;Daniel Kehlmann - Tyll - 002.mp3;Daniel Kehlmann - Tyll - 002 (07348-07501).mp3;7348;7501;153;64366;schließlich zog er das messer und stach sich in die brust;schließlich zog er das messer und stach sich in die brust;train;0
Daniel Kehlmann;Ulrich Noethen;Tyll;Daniel Kehlmann - Tyll - 002.mp3;Daniel Kehlmann - Tyll - 002 (07531-07596).mp3;7531;7596;65;27586;es war erstaunlich;es war erstaunlich;train;0
Daniel Kehlmann;Ulrich Noethen;Tyll;Daniel Kehlmann - Tyll - 002.mp3;Daniel Kehlmann - Tyll - 002 (07601-07682).mp3;7601;7682;81;34273;die klinge verschwand in seinem fleisch;die klinge verschwand in seinem fleisch;train;0
Daniel Kehlmann;Ulrich Noethen;Tyll;Daniel Kehlmann - Tyll - 002.mp3;Daniel Kehlmann - Tyll - 002 (07691-07842).mp3;7691;7842;151;63530;ein rotes tuch rollte ihm aus dem kragen wie ein blutstrom;ein rotes tuch rollte ihm aus dem kragen wie ein blutstrom;train;0
Daniel Kehlmann;Ulrich Noethen;Tyll;Daniel Kehlmann - Tyll - 002.mp3;Daniel Kehlmann - Tyll - 002 (07854-07963).mp3;7854;7963;109;45976;und er verröchelte neben ihr zuckte noch lag still;und er verröchelte neben ihr zuckte noch lag still;train;0
Daniel Kehlmann;Ulrich Noethen;Tyll;Daniel Kehlmann - Tyll - 002.mp3;Daniel Kehlmann - Tyll - 002 (07998-08115).mp3;7998;8115;117;49320;war tot zuckte doch noch einmal;war tot zuckte doch noch einmal;train7;1
Daniel Kehlmann;Ulrich Noethen;Tyll;Daniel Kehlmann - Tyll - 002.mp3;Daniel Kehlmann - Tyll - 002 (08147-08212).mp3;8147;8212;65;27586;setzte sich auf;setzte sich auf;train;0
Daniel Kehlmann;Ulrich Noethen;Tyll;Daniel Kehlmann - Tyll - 002.mp3;Daniel Kehlmann - Tyll - 002 (08211-08276).mp3;8211;8276;65;27586;sank wieder zurück;sank wieder zurück;train;0
Daniel Kehlmann;Ulrich Noethen;Tyll;Daniel Kehlmann - Tyll - 002.mp3;Daniel Kehlmann - Tyll - 002 (08275-08384).mp3;8275;8384;109;45976;zuckte wieder lag wieder still und nun für immer;zuckte wieder lag wieder still und nun für immer;train;0
Daniel Kehlmann;Ulrich Noethen;Tyll;Daniel Kehlmann - Tyll - 002.mp3;Daniel Kehlmann - Tyll - 002 (08398-08463).mp3;8398;8463;65;27586;wir warteten;wir warteten;train;0
Daniel Kehlmann;Ulrich Noethen;Tyll;Daniel Kehlmann - Tyll - 002.mp3;Daniel Kehlmann - Tyll - 002 (08483-08548).mp3;8483;8548;65;27586;tatsächlich für immer;tatsächlich für immer;train;0
Daniel Kehlmann;Ulrich Noethen;Tyll;Daniel Kehlmann - Tyll - 002.mp3;Daniel Kehlmann - Tyll - 002 (08574-08743).mp3;8574;8743;169;71054;sekunden später wachte die frau auf und erblickte den toten leib neben sich;sekunden später wachte die frau auf und erblickte den toten leib neben sich;train7;20100
Daniel Kehlmann;Ulrich Noethen;Tyll;Daniel Kehlmann - Tyll - 002.mp3;Daniel Kehlmann - Tyll - 002 (08768-08925).mp3;8768;8925;157;66038;erst war sie fassungslos dann schüttelte sie ihn dann begriff sie;erst war sie fassungslos dann schüttelte sie ihn dann begriff sie;train;0
Daniel Kehlmann;Ulrich Noethen;Tyll;Daniel Kehlmann - Tyll - 002.mp3;Daniel Kehlmann - Tyll - 002 (08927-08992).mp3;8927;8992;65;27586;und war wieder fassungslos;und war wieder fassungslos;train;0
Daniel Kehlmann;Ulrich Noethen;Tyll;Daniel Kehlmann - Tyll - 002.mp3;Daniel Kehlmann - Tyll - 002 (09013-09130).mp3;9013;9130;117;49320;und dann weinte sie als würde nichts auf erden jemals gut;und dann weinte sie als würde nichts auf erden jemals gut;train;0
Daniel Kehlmann;Ulrich Noethen;Tyll;Daniel Kehlmann - Tyll - 002.mp3;Daniel Kehlmann - Tyll - 002 (09149-09478).mp3;9149;9478;329;137927;dann nahm sie sein messer und tötete sich ebenfalls und wieder bewunderten wir die schlaue vorrichtung und wie tief die klinge in ihrer brust verschwand;dann nahm sie sein messer und tötete sich ebenfalls und wieder bewunderten wir die schlaue vorrichtung und wie tief die klinge in ihrer brust verschwand;train;0
Daniel Kehlmann;Ulrich Noethen;Tyll;Daniel Kehlmann - Tyll - 002.mp3;Daniel Kehlmann - Tyll - 002 (09510-09656).mp3;9510;9656;146;61440;nun war nur mehr die alte übrig und sprach noch ein paar verse;nun war nur mehr die alte übrig und sprach noch ein paar verse;train;0
Daniel Kehlmann;Ulrich Noethen;Tyll;Daniel Kehlmann - Tyll - 002.mp3;Daniel Kehlmann - Tyll - 002 (09660-09754).mp3;9660;9754;94;39707;die wir des dialekts wegen kaum verstanden;die wir des dialekts wegen kaum verstanden;train;0
Daniel Kehlmann;Ulrich Noethen;Tyll;Daniel Kehlmann - Tyll - 002.mp3;Daniel Kehlmann - Tyll - 002 (09763-09828).mp3;9763;9828;65;27586;dann war das stück zu ende;dann war das stück zu ende;train;0
Daniel Kehlmann;Ulrich Noethen;Tyll;Daniel Kehlmann - Tyll - 002.mp3;Daniel Kehlmann - Tyll - 002 (09851-10043).mp3;9851;10043;192;80667;und viele von uns weinten noch als die toten längst aufgestanden waren und sich verbeugten;und viele von uns weinten noch als die toten längst aufgestanden waren und sich verbeugten;train;0
Daniel Kehlmann;Ulrich Noethen;Tyll;Daniel Kehlmann - Tyll - 003.mp3;Daniel Kehlmann - Tyll - 003 (00019-00233).mp3;19;233;214;89862;das war aber nicht alles die kühe mussten noch warten denn nach der tragödie kam das lustspiel;das war aber nicht alles die kühe mussten noch warten denn nach der tragödie kam das lustspiel;train;0
Daniel Kehlmann;Ulrich Noethen;Tyll;Daniel Kehlmann - Tyll - 003.mp3;Daniel Kehlmann - Tyll - 003 (00252-00326).mp3;252;326;74;31347;die alte schlug eine trommel;die alte schlug eine trommel;train7;10000
Daniel Kehlmann;Ulrich Noethen;Tyll;Daniel Kehlmann - Tyll - 003.mp3;Daniel Kehlmann - Tyll - 003 (00325-00481).mp3;325;481;156;65620;und till ulenspiegel pfiff auf einer flöte und tanzte mit der frau die nun;und till ulenspiegel pfiff auf einer flöte und tanzte mit der frau die nun;train9;1
Daniel Kehlmann;Ulrich Noethen;Tyll;Daniel Kehlmann - Tyll - 003.mp3;Daniel Kehlmann - Tyll - 003 (00480-00551).mp3;480;551;71;30094;gar nicht mehr besonders schön aussah;gar nicht mehr besonders schön aussah;train;0
Daniel Kehlmann;Ulrich Noethen;Tyll;Daniel Kehlmann - Tyll - 003.mp3;Daniel Kehlmann - Tyll - 003 (00550-00927).mp3;550;927;377;157989;nach rechts und nach links und vor und wieder zurück die beiden warfen die arme hoch und ihre bewegungen stimmten in einem maße überein als wären sie nicht zwei menschen;nach rechts und nach links und vor und wieder zurück die beiden warfen die arme hoch und ihre bewegungen stimmten in einem maße überein als wären sie nicht zwei menschen;train;0
Daniel Kehlmann;Ulrich Noethen;Tyll;Daniel Kehlmann - Tyll - 003.mp3;Daniel Kehlmann - Tyll - 003 (00937-01017).mp3;937;1017;80;33855;sondern spiegelbilder voneinander;sondern spiegelbilder voneinander;train;0
Daniel Kehlmann;Ulrich Noethen;Tyll;Daniel Kehlmann - Tyll - 003.mp3;Daniel Kehlmann - Tyll - 003 (01051-01219).mp3;1051;1219;168;70636;wir konnten leidlich tanzen wir feierten oft aber keiner von uns konnte tanzen wie sie;wir konnten leidlich tanzen wir feierten oft aber keiner von uns konnte tanzen wie sie;train7;2
Daniel Kehlmann;Ulrich Noethen;Tyll;Daniel Kehlmann - Tyll - 003.mp3;Daniel Kehlmann - Tyll - 003 (01218-01300).mp3;1218;1300;82;34691;wenn man ihnen zusah;wenn man ihnen zusah;train;0
Daniel Kehlmann;Ulrich Noethen;Tyll;Daniel Kehlmann - Tyll - 003.mp3;Daniel Kehlmann - Tyll - 003 (01302-01452).mp3;1302;1452;150;63112;war es einem als hätte ein menschenkörper keine schwere;war es einem als hätte ein menschenkörper keine schwere;train;0
Daniel Kehlmann;Ulrich Noethen;Tyll;Daniel Kehlmann - Tyll - 003.mp3;Daniel Kehlmann - Tyll - 003 (01482-01550).mp3;1482;1550;68;28840;und als wäre das leben nicht;und als wäre das leben nicht;train;0
Daniel Kehlmann;Ulrich Noethen;Tyll;Daniel Kehlmann - Tyll - 003.mp3;Daniel Kehlmann - Tyll - 003 (01549-01614).mp3;1549;1614;65;27586;traurig und hart;traurig und hart;train;0
Daniel Kehlmann;Ulrich Noethen;Tyll;Daniel Kehlmann - Tyll - 003.mp3;Daniel Kehlmann - Tyll - 003 (01625-01859).mp3;1625;1859;234;98221;so hielt es auch uns nicht auf den füßen und wir begannen zu wippen zu springen zu hüpfen und uns zu drehen;so hielt es auch uns nicht auf den füßen und wir begannen zu wippen zu springen zu hüpfen und uns zu drehen;train7;100
Daniel Kehlmann;Ulrich Noethen;Tyll;Daniel Kehlmann - Tyll - 003.mp3;Daniel Kehlmann - Tyll - 003 (01892-01957).mp3;1892;1957;65;27586;doch plötzlich war der tanz vorbei;doch plötzlich war der tanz vorbei;train;0
Daniel Kehlmann;Ulrich Noethen;Tyll;Daniel Kehlmann - Tyll - 003.mp3;Daniel Kehlmann - Tyll - 003 (01981-02169).mp3;1981;2169;188;78995;keuchend blickten wir auf zum wagen auf dem till ulenspiegel jetzt allein stand;keuchend blickten wir auf zum wagen auf dem till ulenspiegel jetzt allein stand;train8;2
Daniel Kehlmann;Ulrich Noethen;Tyll;Daniel Kehlmann - Tyll - 003.mp3;Daniel Kehlmann - Tyll - 003 (02188-02253).mp3;2188;2253;65;27586;die beiden frauen waren nicht zu sehen;die beiden frauen waren nicht zu sehen;train;0
Daniel Kehlmann;Ulrich Noethen;Tyll;Daniel Kehlmann - Tyll - 003.mp3;Daniel Kehlmann - Tyll - 003 (02286-02356).mp3;2286;2356;70;29676;er sang eine spottballade;er sang eine spottballade;train;0
Daniel Kehlmann;Ulrich Noethen;Tyll;Daniel Kehlmann - Tyll - 003.mp3;Daniel Kehlmann - Tyll - 003 (02355-02454).mp3;2355;2454;99;41796;über den armen dummen winterkönig;über den armen dummen winterkönig;train;0
Daniel Kehlmann;Ulrich Noethen;Tyll;Daniel Kehlmann - Tyll - 003.mp3;Daniel Kehlmann - Tyll - 003 (02471-02677).mp3;2471;2677;207;87354;den pfälzer kurfürsten der gemeint hatte er könne den kaiser besiegen;den pfälzer kurfürsten der gemeint hatte er könne den kaiser besiegen;train7;3
Daniel Kehlmann;Ulrich Noethen;Tyll;Daniel Kehlmann - Tyll - 003.mp3;Daniel Kehlmann - Tyll - 003 (02683-02965).mp3;2683;2965;257;108252;und von den protestanten prags krone annehmen doch sein königtum war noch vor dem schnee;und von den protestanten prags krone annehmen doch sein königtum war noch vor dem schnee;train7;11
Daniel Kehlmann;Ulrich Noethen;Tyll;Daniel Kehlmann - Tyll - 003.mp3;Daniel Kehlmann - Tyll - 003 (02965-03030).mp3;2965;3030;65;27586;getaut;getaut;train;0
Daniel Kehlmann;Ulrich Noethen;Tyll;Daniel Kehlmann - Tyll - 003.mp3;Daniel Kehlmann - Tyll - 003 (03031-03316).mp3;3031;3316;285;119537;auch vom kaiser sang er dem immer kalt war vom beten dem männlein das in der hofburg zu wien vor den schweden zitterte;auch vom kaiser sang er dem immer kalt war vom beten dem männlein das in der hofburg zu wien vor den schweden zitterte;train7;300
Daniel Kehlmann;Ulrich Noethen;Tyll;Daniel Kehlmann - Tyll - 003.mp3;Daniel Kehlmann - Tyll - 003 (03318-03812).mp3;3318;3812;494;206890;und dann sang er vom schwedenkönig dem löwen aus der mitternacht stark wie ein bär aber was hatte es ihm genützt gegen die kugel in lützen die ihm das leben nahm wie einem kleinen söldner und aus war dein licht und fort das königs seelchen fort;und dann sang er vom schwedenkönig dem löwen aus der mitternacht stark wie ein bär aber was hatte es ihm genützt gegen die kugel in lützen die ihm das leben nahm wie einem kleinen söldner und aus war dein licht und fort das königsseelchen fort;train7;10000
Daniel Kehlmann;Ulrich Noethen;Tyll;Daniel Kehlmann - Tyll - 003.mp3;Daniel Kehlmann - Tyll - 003 (03811-03937).mp3;3811;3937;126;53081;der löwe till ulenspiegel lachte;der löwe till ulenspiegel lachte;train8;2
Daniel Kehlmann;Ulrich Noethen;Tyll;Daniel Kehlmann - Tyll - 003.mp3;Daniel Kehlmann - Tyll - 003 (03951-04016).mp3;3951;4016;65;27586;und wir lachten auch;und wir lachten auch;train;0
Daniel Kehlmann;Ulrich Noethen;Tyll;Daniel Kehlmann - Tyll - 003.mp3;Daniel Kehlmann - Tyll - 003 (04020-04306).mp3;4020;4306;286;119955;weil man ihm nicht widerstehen konnte und weil es guttat daran zu denken dass die großen starben und wir noch lebten;weil man ihm nicht widerstehen konnte und weil es guttat daran zu denken dass die großen starben und wir noch lebten;train7;10000
Daniel Kehlmann;Ulrich Noethen;Tyll;Daniel Kehlmann - Tyll - 003.mp3;Daniel Kehlmann - Tyll - 003 (04335-04458).mp3;4335;4458;123;51827;und dann sang er vom könig in spanien mit der vollen unterlippe;und dann sang er vom könig in spanien mit der vollen unterlippe;train;0
Daniel Kehlmann;Ulrich Noethen;Tyll;Daniel Kehlmann - Tyll - 003.mp3;Daniel Kehlmann - Tyll - 003 (04459-04581).mp3;4459;4581;122;51409;der die welt zu beherrschen glaubte obgleich er pleite war wie ein huhn;der die welt zu beherrschen glaubte obgleich er pleite war wie ein huhn;train;0
Daniel Kehlmann;Ulrich Noethen;Tyll;Daniel Kehlmann - Tyll - 003.mp3;Daniel Kehlmann - Tyll - 003 (04631-04803).mp3;4631;4803;172;72307;vor lachen merkten wir erst nach einer weile dass die musik sich verändert hatte;vor lachen merkten wir erst nach einer weile dass die musik sich verändert hatte;train;0
Daniel Kehlmann;Ulrich Noethen;Tyll;Daniel Kehlmann - Tyll - 003.mp3;Daniel Kehlmann - Tyll - 003 (04811-04917).mp3;4811;4917;106;44722;dass plötzlich kein spott mehr darin klang;dass plötzlich kein spott mehr darin klang;train;0
Daniel Kehlmann;Ulrich Noethen;Tyll;Daniel Kehlmann - Tyll - 003.mp3;Daniel Kehlmann - Tyll - 003 (04951-05031).mp3;4951;5031;80;33855;eine ballade vom krieg sang er jetzt;eine ballade vom krieg sang er jetzt;train7;1
Daniel Kehlmann;Ulrich Noethen;Tyll;Daniel Kehlmann - Tyll - 003.mp3;Daniel Kehlmann - Tyll - 003 (05053-05173).mp3;5053;5173;120;50574;vom gemeinsamen reiten und dem klirren der waffen;vom gemeinsamen reiten und dem klirren der waffen;train;0
Daniel Kehlmann;Ulrich Noethen;Tyll;Daniel Kehlmann - Tyll - 003.mp3;Daniel Kehlmann - Tyll - 003 (05185-05250).mp3;5185;5250;65;27586;und der freundschaft der männer;und der freundschaft der männer;train;0
Daniel Kehlmann;Ulrich Noethen;Tyll;Daniel Kehlmann - Tyll - 003.mp3;Daniel Kehlmann - Tyll - 003 (05264-05431).mp3;5264;5431;167;70218;und der bewährung in gefahr und dem jubel der pfeifenden kugeln;und der bewährung in gefahr und dem jubel der pfeifenden kugeln;train;0
Daniel Kehlmann;Ulrich Noethen;Tyll;Daniel Kehlmann - Tyll - 003.mp3;Daniel Kehlmann - Tyll - 003 (05436-05761).mp3;5436;5761;325;136255;vom söldnerleben sang er und von der schönheit des sterbens er sang von der jauchzenden freude eines jeden der auf dem pferd dem feind entgegenritt;vom söldnerleben sang er und von der schönheit des sterbens er sang von der jauchzenden freude eines jeden der auf dem pferd dem feind entgegenritt;train;0
Daniel Kehlmann;Ulrich Noethen;Tyll;Daniel Kehlmann - Tyll - 003.mp3;Daniel Kehlmann - Tyll - 003 (05779-06024).mp3;5779;6024;228;96132;und alle spürten wir unsere herzen schneller schlagen die männer unter uns lächelten;und alle spürten wir unsere herzen schneller schlagen die männer unter uns lächelten;train9;101000
Daniel Kehlmann;Ulrich Noethen;Tyll;Daniel Kehlmann - Tyll - 003.mp3;Daniel Kehlmann - Tyll - 003 (06028-06093).mp3;6028;6093;65;27586;die frauen wiegten die köpfe;die frauen wiegten die köpfe;train;0
Daniel Kehlmann;Ulrich Noethen;Tyll;Daniel Kehlmann - Tyll - 003.mp3;Daniel Kehlmann - Tyll - 003 (06121-06322).mp3;6121;6322;201;84428;die väter hoben ihre kinder auf die schultern die mütter blickten stolz auf ihre söhne hinab;die väter hoben ihre kinder auf die schultern die mütter blickten stolz auf ihre söhne hinab;train;0
